Household_number,Date_of_occupancy,Ownership,Mortgage_Or_Rent,Dwelling_type,House_value_in_K,House_hold_size,Household_income_in_K,House_size,No_of_vehicles,ZIP,LAT,LNG
H1002,1993-03-24,false,2454.5531992412216,Apartments,334.2852439188064,3,81.78866331043818,1214.9303465828214,3,07608,40.852997,-74.060355
H1008,1988-07-30,false,2467.914731942883,Apartments,422.28484342275226,3,170.45472976913763,761.1031420409556,1,06002,41.84493,-72.740951
H1010,1994-07-11,false,2475.5511426188896,Single Family,368.4047713658749,5,79.56739247755607,1863.432145060951,3,02126,42.274227,-71.097423
H1013,1996-11-09,true,2458.1181934615142,Apartments,409.0454688961985,4,128.36919199388655,1379.1651903423567,3,07608,40.852997,-74.060355
H1016,2003-04-21,true,2479.632642305372,Apartments,733.0845544950754,3,124.24850620161071,1184.3590558046772,2,11104,40.744634,-73.920201
H1019,2006-12-08,false,2498.029703994811,Single Family,257.73251987156016,5,50.493051775975076,2129.7623739921355,0,02127,42.334992,-71.039093
H1025,2014-03-21,false,2482.292500517078,Apartments,623.6342536790738,3,45.179287816449516,1043.7859612541965,1,19106,39.948629,-75.142789
H1029,2001-07-29,true,2483.899575494008,Apartments,678.8608488721001,4,57.491211709714534,1438.0993651191138,1,19104,39.95852,-75.198857
H1032,1991-04-03,false,2484.2698272376992,Single Family,783.6049496483089,6,86.44147810065758,2656.384264264194,3,07620,40.968725,-73.916999
H1037,1994-05-26,false,2453.289811529759,Single Family,366.3886435195102,6,176.35753834858235,2735.5552399079256,1,11214,40.599148,-73.99609
H1045,2016-07-29,false,2486.2655287668904,Apartments,497.18329143715476,3,129.56471812774544,737.4680395592702,1,19106,39.948629,-75.142789
H1050,2013-08-09,false,2476.6400901113075,Apartments,531.7041583207595,4,57.12355560381847,1371.2137692216043,1,06001,41.787159,-72.852046
H1058,2017-05-13,false,2472.0696479322305,Single Family,652.7331286792139,5,157.2293167332558,2126.3157757650424,0,07620,40.968725,-73.916999
H1063,2003-09-22,false,2468.638352255386,Single Family,588.3200797150481,6,84.69887351602719,2701.495986994366,3,19106,39.948629,-75.142789
H1070,1988-11-13,false,2476.6433528735574,Single Family,454.1390912549987,5,50.28165125940811,1739.3870085552212,0,02127,42.334992,-71.039093
H1071,1988-11-11,true,2464.4600083193664,Single Family,209.55762152129097,7,74.98766581741322,2948.6167782945554,2,07608,40.852997,-74.060355
H1080,1997-03-10,false,2467.085986529884,Single Family,473.88271106147425,7,110.35739592559726,2806.439126518884,1,06479,41.57477,-72.9119
H1089,2001-11-02,false,2482.463609635494,Apartments,521.2824997938237,4,39.450137086626576,1467.7157973980336,0,07620,40.968725,-73.916999
H1096,1990-05-11,false,2457.1746041825345,Single Family,755.8543487932891,5,50.725380689301325,2009.9269371043304,3,07620,40.968725,-73.916999
H1098,1998-04-22,false,2471.327761847281,Apartments,321.01990519372964,3,158.76388536284537,1110.7638841351743,2,11213,40.671078,-73.936336
H1104,2015-09-26,false,2474.9105535175877,Apartments,292.9511069824486,4,38.14492112155103,1547.549105273405,3,06479,41.57477,-72.9119
H1107,1991-08-02,false,2480.533755594787,Single Family,769.5863189649801,6,75.93064968110846,2656.4752210081083,3,07093,40.788079,-74.011357
H1109,1993-07-13,false,2447.9350914177653,Single Family,273.28637449745867,5,99.10399099507923,2037.1346476405029,2,19102,39.952783,-75.165586
H1112,2000-06-17,true,2473.020640485704,Single Family,288.4928482546887,6,80.45314060733091,2325.532401777301,2,06467,41.567845,-72.899757
H1113,2009-06-06,false,2463.037010296934,Apartments,531.9245166542667,2,92.5726813720961,646.0400891258296,4,06479,41.57477,-72.9119
H1122,2010-08-16,false,2469.807775393607,Apartments,599.5158228571963,2,154.3484468006361,695.395845365177,4,19106,39.948629,-75.142789
H1129,1995-01-28,false,2476.184882518737,Apartments,640.1142553955749,4,99.67933605661688,1401.280898490911,0,02126,42.274227,-71.097423
H1134,2012-01-18,false,2476.283429747901,Apartments,428.91329274145016,3,83.1844917466338,1172.0837912897086,2,06467,41.567845,-72.899757
H1139,1990-01-04,false,2453.7360704758244,Apartments,225.0172070008445,4,49.57472631672401,1540.243418929787,2,07608,40.852997,-74.060355
H1143,1999-09-08,false,2467.2143981475797,Single Family,649.1632607287353,5,111.82928408349184,1835.6940317345995,3,19102,39.952783,-75.165586
H1151,2010-02-03,false,2479.2754762247946,Apartments,421.4802233743857,3,112.28735704208422,822.1225049925979,4,07093,40.788079,-74.011357
H1158,1999-06-12,false,2457.2685436266006,Single Family,672.886000086402,6,57.63602990914613,2722.55106362862,2,11104,40.744634,-73.920201
H1166,2000-01-03,false,2447.4313466974527,Single Family,343.8775254136583,4,87.95078158030705,1610.3975707722905,0,02126,42.274227,-71.097423
H1169,2017-03-30,false,2453.6773464970915,Apartments,500.8176204426627,3,178.68709912478243,800.0056512038257,3,19103,39.952896,-75.174298
H1177,2014-04-30,false,2478.4577332929803,Apartments,490.9248843082479,2,45.27778179606281,563.479199340391,3,07620,40.968725,-73.916999
H1184,1989-02-01,false,2492.106026129761,Single Family,370.5552614521681,4,140.9642155101701,1667.7349071026747,2,02129,42.379657,-71.061487
H1190,2008-03-20,false,2461.446591759489,Single Family,781.444430660134,5,78.20776648554694,1812.015425244844,3,11104,40.744634,-73.920201
H1194,1989-09-05,false,2486.791872316177,Apartments,306.98233228569677,2,120.76892406836677,684.3771457892049,1,06001,41.787159,-72.852046
H1202,2011-08-31,false,2489.208343373596,Apartments,453.7160156401803,3,101.92027029632193,993.7142246628347,3,06467,41.567845,-72.899757
H1203,1998-11-14,false,2485.3786057994243,Single Family,486.1905319890258,6,38.8954540421837,2575.3264711303373,2,11213,40.671078,-73.936336
H1209,2018-11-17,true,2452.862058006441,Single Family,758.4963271038805,7,118.81166738274547,2892.4825497259258,3,19104,39.95852,-75.198857
H1212,2001-03-24,false,2459.582389651213,Apartments,766.6873780123227,2,55.356744388961104,621.1795842015248,4,06001,41.787159,-72.852046
H1214,1990-04-28,false,2487.711873241099,Apartments,479.30654538944924,2,41.01267805495657,604.3685079197522,1,06467,41.567845,-72.899757
H1223,2007-05-10,false,2486.970821500133,Apartments,497.25511557831913,2,66.42381457908124,678.6956570765417,0,07093,40.788079,-74.011357
H1232,2000-09-06,false,2471.542390942432,Apartments,427.79868946892384,2,172.7850667291299,515.4763028882958,3,19103,39.952896,-75.174298
H1234,2000-01-25,false,2470.894121725166,Single Family,327.0077273219589,6,103.28937419409645,2734.065304838461,2,02129,42.379657,-71.061487
H1243,2000-10-14,false,2458.959863644141,Single Family,184.0999957820089,5,108.89677134579165,1872.5495085936977,0,19103,39.952896,-75.174298
H1246,1990-12-10,false,2463.0205858855593,Single Family,612.6775581408416,5,59.380036325266516,2170.993799912732,4,19104,39.95852,-75.198857
H1252,2000-03-29,false,2476.007347723803,Apartments,653.026685069967,2,151.32103757281732,597.2387330906851,1,07608,40.852997,-74.060355
H1254,2006-04-05,false,2471.717650675226,Single Family,660.6039587531757,5,164.67941917923204,2182.6400552733116,2,19103,39.952896,-75.174298
H1256,2007-02-28,false,2470.653341193625,Single Family,613.050029434618,5,172.3377215088281,2065.711568125972,0,06002,41.84493,-72.740951
H1258,2013-03-29,false,2490.0007804365473,Single Family,509.1512137178731,5,42.989564263550115,1973.214713470496,2,07608,40.852997,-74.060355
H1266,2014-08-08,false,2490.816994883306,Single Family,208.3166537771578,5,178.10068220888576,1792.865989246162,1,11213,40.671078,-73.936336
H1269,2015-12-19,true,2487.4587611957045,Apartments,618.6600919046177,4,159.8434923219375,1553.2643601477225,2,06467,41.567845,-72.899757
H1276,2017-09-07,false,2468.160577590037,Single Family,654.8758649179338,5,54.75595685132016,2130.1901843365604,4,06001,41.787159,-72.852046
H1277,2013-10-21,false,2494.4306486948067,Apartments,528.5508869663364,2,144.42106435420658,505.94357386624193,2,02129,42.379657,-71.061487
H1284,2013-08-14,false,2476.9307031663575,Single Family,604.3825774785314,6,138.29946508104916,2659.5980819219335,0,19104,39.95852,-75.198857
H1288,1993-11-07,false,2486.0788262372303,Single Family,604.8095437702518,5,135.83833267488217,2003.3248100250755,0,11103,40.762574,-73.913447
H1296,2018-11-11,false,2479.463382092284,Apartments,390.8362164367457,2,152.11337988910242,527.2640018864854,3,06479,41.57477,-72.9119
H1300,2015-05-31,true,2490.3218466670523,Single Family,183.97374379388685,5,49.24198350151095,1822.7930265849727,1,06467,41.567845,-72.899757
H1308,2005-11-09,false,2484.2950732263716,Apartments,273.62340098005836,4,144.84654034401098,1517.59571033337,2,07620,40.968725,-73.916999
H1315,1997-03-15,false,2471.9824628428523,Single Family,534.5124537233139,6,152.30101930881256,2459.4314942902192,2,19106,39.948629,-75.142789
H1321,1989-02-08,false,2479.1841121508182,Single Family,296.0719813061054,6,129.35070529447088,2732.6185220255297,1,19106,39.948629,-75.142789
H1328,2004-05-28,false,2447.3940557911874,Apartments,636.487398358182,3,176.6439889960678,1008.9861504070839,1,06001,41.787159,-72.852046
H1329,2011-04-12,false,2490.5773923651896,Apartments,689.5422993646641,4,106.36172426687,1476.8853870185105,0,06001,41.787159,-72.852046
H1332,2013-11-11,false,2468.8599030458104,Single Family,235.87551454241702,5,88.12856535881765,1755.300723653561,0,06467,41.567845,-72.899757
H1338,2008-11-29,false,2480.2876041268023,Apartments,635.5015341975227,3,93.6486880822267,796.8718945627913,2,11213,40.671078,-73.936336
H1340,2017-12-13,false,2485.427323493122,Single Family,654.3990502722918,5,145.27858309262893,1861.1922020736906,0,19102,39.952783,-75.165586
H1344,2015-10-16,false,2470.542999865015,Single Family,280.10088697090976,6,61.33624669401994,2402.036104540489,3,19106,39.948629,-75.142789
H1350,2006-03-02,false,2486.57536724365,Single Family,687.0904189004914,6,177.9001860034741,2422.572236247445,0,02129,42.379657,-71.061487
H1356,2018-08-08,true,2483.826255166461,Single Family,448.13213290030245,6,51.94317775798831,2576.2987780349567,0,07087,40.767383,-74.032328
H1360,1997-12-14,true,2461.468836888083,Single Family,701.7477256858192,5,105.55215193011875,1994.5539312846768,3,19102,39.952783,-75.165586
H1367,2005-12-16,false,2472.8298875732144,Apartments,220.3393529292472,3,156.54637270249629,1093.697333723198,3,06479,41.57477,-72.9119
H1369,1989-10-09,false,2461.82153359685,Single Family,372.5075452503316,7,133.84499274201647,2817.4874836779595,4,07087,40.767383,-74.032328
H1371,2003-03-07,false,2443.4387045287745,Single Family,194.43744409300453,5,137.06242954737476,1884.0496066170676,3,19103,39.952896,-75.174298
H1375,2006-08-26,false,2430.3835797801016,Apartments,347.765170050768,4,150.26953674607324,1219.868458107642,0,02129,42.379657,-71.061487
H1382,1999-09-14,false,2488.7971537551707,Apartments,606.7077366204867,2,99.39301568003694,628.3846923865433,3,06479,41.57477,-72.9119
H1387,1988-12-17,false,2481.6315860173204,Single Family,773.8588120117466,6,170.58859735468846,2678.22171764251,3,07620,40.968725,-73.916999
H1388,2015-06-11,false,2458.8527855551597,Apartments,201.14329275024141,2,74.57485711910448,533.0120402965683,1,02129,42.379657,-71.061487
H1397,1988-05-29,false,2465.0587214455513,Single Family,769.2514997189437,5,128.58665687291142,1898.0911264734566,2,02129,42.379657,-71.061487
H1402,2012-04-17,false,2484.3090296264095,Apartments,499.0740048708937,2,138.84582125509883,614.8434034606126,3,02129,42.379657,-71.061487
H1408,1990-07-26,false,2485.9213404449933,Apartments,470.29673719274314,3,100.87390501173016,911.7144420036585,2,07087,40.767383,-74.032328
H1410,2013-04-11,false,2459.7645576755153,Single Family,351.3623566431528,6,75.9363705533971,2491.9996961706593,2,11103,40.762574,-73.913447
H1419,1990-06-13,false,2463.6776183447137,Apartments,483.16795638308986,3,98.33521303662178,860.7296578087789,1,02127,42.334992,-71.039093
H1421,2008-04-17,false,2472.7495596310873,Apartments,241.30149400181432,4,137.9368878387174,1546.950291743414,1,11214,40.599148,-73.99609
H1422,1998-11-06,false,2469.5213119001296,Single Family,375.7265647569283,4,170.9446779133978,1705.0833613618638,2,02128,42.361129,-71.006975
H1426,2017-08-23,false,2457.2867272130607,Single Family,660.5237517469391,7,107.80864974201204,2957.176017668103,1,06002,41.84493,-72.740951
H1433,2014-01-24,false,2476.58549509368,Apartments,472.2618143912058,4,73.91624830904934,1533.2783623277883,0,02127,42.334992,-71.039093
H1441,2004-09-10,false,2476.5516307569005,Single Family,587.621224226971,5,102.29697988814738,1909.4326254204611,2,06467,41.567845,-72.899757
H1448,1999-03-05,false,2479.780377540557,Single Family,794.3738254133405,7,164.3047033052197,2745.134763273325,2,19102,39.952783,-75.165586
H1452,1992-07-14,false,2454.2409956307156,Apartments,574.9541397190376,3,167.48321311518254,900.5352886663934,2,19106,39.948629,-75.142789
H1456,2009-10-28,false,2471.3923219821118,Single Family,177.2075357474379,6,141.12443344107749,2664.615011758484,3,06467,41.567845,-72.899757
H1457,1992-05-28,false,2466.6947482990868,Single Family,469.7637210359662,7,119.05637855748992,2773.6895936252777,2,07608,40.852997,-74.060355
H1458,1997-05-30,false,2474.5570584621846,Apartments,475.6520987725562,3,87.12121634918591,1010.0986592958016,0,11213,40.671078,-73.936336
H1466,1991-07-30,false,2487.151443559929,Apartments,780.2846809523604,2,55.19083573684839,646.8605512916808,4,02128,42.361129,-71.006975
H1474,2002-06-11,false,2492.9617837779415,Apartments,299.57343695935214,4,151.46118956880883,1548.2413345762097,1,06001,41.787159,-72.852046
H1479,2017-08-27,false,2493.2621697573227,Apartments,613.9607817190467,2,48.54269462243056,656.693773101907,0,11104,40.744634,-73.920201
H1486,2008-06-14,false,2483.2694324225135,Apartments,572.1737228193454,2,67.62807545766036,520.5192580538112,1,02129,42.379657,-71.061487
H1487,1998-04-11,false,2453.748239165684,Single Family,636.0816639465729,5,140.70190063973973,1999.8664172829565,1,07087,40.767383,-74.032328
H1493,2005-06-08,false,2463.5010443674464,Single Family,740.9043885474177,5,51.72237834452248,1771.394585017934,1,02129,42.379657,-71.061487
H1495,2001-05-28,false,2478.5020848523895,Apartments,532.4790247416189,3,72.59971458331965,956.3321490809714,3,19106,39.948629,-75.142789
H1503,2007-09-09,true,2468.173331255046,Apartments,475.1811244415376,2,125.50229218267118,701.2216294317614,3,11214,40.599148,-73.99609
H1508,1991-11-25,false,2474.23488673838,Single Family,186.22858786282598,6,129.0304123978454,2287.2095973817004,0,11104,40.744634,-73.920201
H1511,1998-11-04,false,2476.776494563929,Apartments,419.34924087522074,4,54.90494249512754,1545.391576291913,3,07093,40.788079,-74.011357
H1513,2017-02-01,false,2458.5877717504836,Single Family,421.30537774543785,5,163.024085764665,2021.6140640709268,4,07087,40.767383,-74.032328
H1520,2015-07-05,false,2494.4816409657274,Apartments,419.7670174755219,4,160.3370805410388,1463.4543127987724,0,11213,40.671078,-73.936336
H1527,2013-04-15,true,2476.2530420837666,Apartments,531.6234876046052,4,123.24296052784595,1522.7105373204222,1,11214,40.599148,-73.99609
H1532,2014-06-18,false,2478.2995317390255,Single Family,781.5547845844419,5,115.76707208877558,1905.0883364583037,0,19106,39.948629,-75.142789
H1534,1997-10-13,false,2462.766116477677,Single Family,318.9686951306811,6,131.5708281013711,2615.92926726745,3,07087,40.767383,-74.032328
H1536,2014-03-25,false,2469.296914188461,Apartments,642.998826450594,3,61.015091024461235,715.6707160787379,0,19102,39.952783,-75.165586
H1541,1992-02-17,false,2448.5575420178084,Single Family,192.6978725136371,7,101.34358123696045,2942.481124344824,2,07608,40.852997,-74.060355
H1549,1989-12-21,false,2491.906957329914,Single Family,313.99944446178466,7,103.69765026413185,2867.047724459539,2,07620,40.968725,-73.916999
H1558,1995-02-03,false,2466.2300372350214,Apartments,271.2523890950766,3,124.21397367516794,885.9826467167511,1,19106,39.948629,-75.142789
H1559,2013-07-25,false,2483.173769677487,Apartments,616.4660096610698,3,119.99752019499137,1052.9668561059107,0,19106,39.948629,-75.142789
H1566,2005-11-03,true,2470.236399986609,Single Family,434.1120464138075,6,138.95650585789525,2309.6890231898697,2,02126,42.274227,-71.097423
H1573,2003-08-04,false,2467.9592971527495,Single Family,754.5449340394091,6,156.90331169486632,2454.902337810401,1,11213,40.671078,-73.936336
H1575,2010-05-07,true,2479.1267516277894,Single Family,327.7295822412676,6,171.86524847075773,2258.163398224885,3,07620,40.968725,-73.916999
H1578,2017-05-05,false,2470.902902618895,Apartments,710.8287071973407,4,48.2879422979996,1258.9325024150119,2,19106,39.948629,-75.142789
H1582,1992-03-20,false,2461.703136495568,Apartments,622.7367196003613,4,105.06095239466707,1400.414856715669,2,11213,40.671078,-73.936336
H1589,1996-01-21,false,2492.6715449785283,Single Family,761.7481569937185,6,175.30526125274588,2386.4864002191157,3,19106,39.948629,-75.142789
